sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
234,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a souligné que son client [ avait ] conscience du trouble qu'il avait causé aux adolescentes .","L'avocate de Bernard , Alexandra Michel , a souligné que son client avait conscience du trouble qu'il avait [ causé ] aux adolescentes .",12,18,avait,causé,15,15,1,BEFORE
235,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a souligné que son client [ avait ] conscience du trouble qu'il avait causé aux adolescentes .","« Il a [ eu ] un fantasme qu'il n ' a pas su maîtriser » , souligne - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .",12,3,avait,eu,15,16,0,AFTER
236,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a souligné que son client [ avait ] conscience du trouble qu'il avait causé aux adolescentes .","« Il a eu un fantasme qu'il n ' a pas su maîtriser » , [ souligne ] - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .",12,15,avait,souligne,15,16,0,BEFORE
237,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a souligné que son client avait conscience du trouble qu'il avait [ causé ] aux adolescentes .","« Il a [ eu ] un fantasme qu'il n ' a pas su maîtriser » , souligne - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .",18,3,causé,eu,15,16,0,VAGUE
238,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a souligné que son client avait conscience du trouble qu'il avait [ causé ] aux adolescentes .","« Il a eu un fantasme qu'il n ' a pas su maîtriser » , [ souligne ] - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .",18,15,causé,souligne,15,16,0,BEFORE
239,1999-05-22-0101,"« Il a [ eu ] un fantasme qu'il n ' a pas su maîtriser » , souligne - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .","« Il a eu un fantasme qu'il n ' a pas su maîtriser » , [ souligne ] - t - elle dans une plaidoirie qui constituait sa première intervention devant le tribunal correctionnel de Belfort .",3,15,eu,souligne,16,16,1,AFTER
240,1999-05-22-0101,"[ Considérant ] que les faits étaient constitués , le tribunal a condamné Bernard à 5.000 F d'amende .","Considérant que les faits étaient [ constitués ] , le tribunal a condamné Bernard à 5.000 F d'amende .",0,5,Considérant,constitués,19,19,1,BEFORE
241,1999-05-22-0101,"[ Considérant ] que les faits étaient constitués , le tribunal a condamné Bernard à 5.000 F d'amende .","Considérant que les faits étaient constitués , le tribunal a [ condamné ] Bernard à 5.000 F d'amende .",0,10,Considérant,condamné,19,19,1,BEFORE
242,1999-05-22-0101,"[ Considérant ] que les faits étaient constitués , le tribunal a condamné Bernard à 5.000 F d'amende .","Il a , en outre , [ jugé ] recevables les constitutions de partie civile de deux des cinq représentants légaux .",0,6,Considérant,jugé,19,20,0,BEFORE
243,1999-05-22-0101,"Considérant que les faits étaient [ constitués ] , le tribunal a condamné Bernard à 5.000 F d'amende .","Considérant que les faits étaient constitués , le tribunal a [ condamné ] Bernard à 5.000 F d'amende .",5,10,constitués,condamné,19,19,1,EQUAL
244,1999-05-22-0101,"Considérant que les faits étaient [ constitués ] , le tribunal a condamné Bernard à 5.000 F d'amende .","Il a , en outre , [ jugé ] recevables les constitutions de partie civile de deux des cinq représentants légaux .",5,6,constitués,jugé,19,20,0,BEFORE
245,1999-05-22-0101,"Considérant que les faits étaient constitués , le tribunal a [ condamné ] Bernard à 5.000 F d'amende .","Il a , en outre , [ jugé ] recevables les constitutions de partie civile de deux des cinq représentants légaux .",10,6,condamné,jugé,19,20,0,AFTER
246,1999-05-22-0101,"Il a , en outre , [ jugé ] recevables les constitutions de partie civile de deux des cinq représentants légaux .","Mais ils n'ont pas demandé de dommages et intérêts , [ souhaitant ] que justice soit faite .",6,10,jugé,souhaitant,20,21,0,BEFORE
247,1999-05-22-0101,"Mais ils n'ont pas demandé de dommages et intérêts , [ souhaitant ] que justice soit faite .",Satisfaction leur a été [ donnée ] .,10,4,souhaitant,donnée,21,22,0,AFTER
248,2002-09-01-0536,Les Français [ retrouvent ] l'optimisme .,"Près de deux tiers des Français ( 65 % ) se [ disent ] plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .",2,11,retrouvent,disent,0,1,0,BEFORE
249,2002-09-01-0536,Les Français [ retrouvent ] l'optimisme .,"Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en [ pensant ] à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .",2,26,retrouvent,pensant,0,1,0,VAGUE
250,2002-09-01-0536,Les Français [ retrouvent ] l'optimisme .,"Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre [ réalisé ] par l'IFOP pour Ouest - France .",2,44,retrouvent,réalisé,0,1,0,BEFORE
251,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se [ disent ] plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .","Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en [ pensant ] à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .",11,26,disent,pensant,1,1,1,EQUAL
252,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se [ disent ] plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .","Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre [ réalisé ] par l'IFOP pour Ouest - France .",11,44,disent,réalisé,1,1,1,BEFORE
253,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se [ disent ] plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .",L'optimisme des Français [ enregistre ] une hausse de 10 points par rapport à l'année dernière à la même époque .,11,3,disent,enregistre,1,2,0,EQUAL
254,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en [ pensant ] à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .","Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre [ réalisé ] par l'IFOP pour Ouest - France .",26,44,pensant,réalisé,1,1,1,BEFORE
255,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en [ pensant ] à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .",L'optimisme des Français [ enregistre ] une hausse de 10 points par rapport à l'année dernière à la même époque .,26,3,pensant,enregistre,1,2,0,AFTER
256,2002-09-01-0536,"Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre [ réalisé ] par l'IFOP pour Ouest - France .",L'optimisme des Français [ enregistre ] une hausse de 10 points par rapport à l'année dernière à la même époque .,44,3,réalisé,enregistre,1,2,0,BEFORE
257,2002-09-01-0536,L'optimisme des Français [ enregistre ] une hausse de 10 points par rapport à l'année dernière à la même époque .,"L'espoir est le mot qui qualifie le mieux l'état d'esprit de 30 % des personnes [ interrogées ] ( en augmentation de 8 points par rapport à août 2001 ) , devant l'inquiétude ( 21 % , en baisse de 9 points ) , l'attente ( 18 % ) , et l'optimisme ( 12 % ) .",3,15,enregistre,interrogées,2,3,0,BEFORE
258,2002-09-01-0536,"L'espoir est le mot qui qualifie le mieux l'état d'esprit de 30 % des personnes [ interrogées ] ( en augmentation de 8 points par rapport à août 2001 ) , devant l'inquiétude ( 21 % , en baisse de 9 points ) , l'attente ( 18 % ) , et l'optimisme ( 12 % ) .","Cependant , si 56 % des personnes [ interrogées ] font confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .",15,7,interrogées,interrogées,3,4,0,BEFORE
259,2002-09-01-0536,"L'espoir est le mot qui qualifie le mieux l'état d'esprit de 30 % des personnes [ interrogées ] ( en augmentation de 8 points par rapport à août 2001 ) , devant l'inquiétude ( 21 % , en baisse de 9 points ) , l'attente ( 18 % ) , et l'optimisme ( 12 % ) .","Cependant , si 56 % des personnes interrogées [ font ] confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .",15,8,interrogées,font,3,4,0,AFTER
260,2002-09-01-0536,"Cependant , si 56 % des personnes [ interrogées ] font confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .","Cependant , si 56 % des personnes interrogées [ font ] confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .",7,8,interrogées,font,4,4,1,BEFORE
261,2002-09-01-0536,"Cependant , si 56 % des personnes [ interrogées ] font confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .","Par ailleurs , 58 % se [ disent ] sceptiques en ce qui concerne la baisse des impôts .",7,6,interrogées,disent,4,5,0,AFTER
262,2002-09-01-0536,"Cependant , si 56 % des personnes interrogées [ font ] confiance au gouvernement Raffarin en matière de lutte contre l'insécurité , 71 % ne lui font pas confiance en matière d'augmentation du pouvoir d'achat et 64 % en matière de lutte contre le chômage .","Par ailleurs , 58 % se [ disent ] sceptiques en ce qui concerne la baisse des impôts .",8,6,font,disent,4,5,0,BEFORE
263,1999-07-28-0348b,#NAME? [ dit ] favorable à un « quinquennat de cohérence » consistant à aligner la durée des mandats présidentiel et législatif afin d' éviter une cohabitation .,"Dans un point de vue [ paru ] dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .",1,5,dit,paru,1,2,0,BEFORE
264,1999-07-28-0348b,#NAME? [ dit ] favorable à un « quinquennat de cohérence » consistant à aligner la durée des mandats présidentiel et législatif afin d' éviter une cohabitation .,"Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « [ dilue ] la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .",1,43,dit,dilue,1,2,0,BEFORE
265,1999-07-28-0348b,#NAME? [ dit ] favorable à un « quinquennat de cohérence » consistant à aligner la durée des mandats présidentiel et législatif afin d' éviter une cohabitation .,"Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « [ fait ] le lit des abstentionnistes et des votes marginaux » .",1,54,dit,fait,1,2,0,AFTER
266,1999-07-28-0348b,"Dans un point de vue [ paru ] dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .","Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « [ dilue ] la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .",5,43,paru,dilue,2,2,1,BEFORE
267,1999-07-28-0348b,"Dans un point de vue [ paru ] dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .","Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « [ fait ] le lit des abstentionnistes et des votes marginaux » .",5,54,paru,fait,2,2,1,AFTER
268,1999-07-28-0348b,"Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « [ dilue ] la notion - même de responsabilité politique » et « fait le lit des abstentionnistes et des votes marginaux » .","Dans un point de vue paru dans « Le Monde » , le président socialiste de l'Assemblée nationale juge que la cohabitation comporte « trois inconvénients » : elle « ne facilite pas le traitement des problèmes de long terme » , « dilue la notion - même de responsabilité politique » et « [ fait ] le lit des abstentionnistes et des votes marginaux » .",43,54,dilue,fait,2,2,1,BEFORE
269,1999-07-28-0348c,L'Agence universitaire de la francophonie [ porte ] plainte pour diffamation .,- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a [ décidé ] de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .,5,14,porte,décidé,0,1,0,EQUAL
270,1999-07-28-0348c,- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a [ décidé ] de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .,"Le rapport en question , [ remis ] à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .",14,5,décidé,remis,1,2,0,BEFORE
271,1999-07-28-0348c,- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a [ décidé ] de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .,"Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , [ dresse ] un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .",14,19,décidé,dresse,1,2,0,EQUAL
272,1999-07-28-0348c,- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a [ décidé ] de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .,"Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en [ jugeant ] « impératif de créer une nouvelle agence universitaire sur du solide » .",14,31,décidé,jugeant,1,2,0,BEFORE
273,1999-07-28-0348c,"Le rapport en question , [ remis ] à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .","Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , [ dresse ] un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .",5,19,remis,dresse,2,2,1,AFTER
274,1999-07-28-0348c,"Le rapport en question , [ remis ] à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .","Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en [ jugeant ] « impératif de créer une nouvelle agence universitaire sur du solide » .",5,31,remis,jugeant,2,2,1,BEFORE
275,1999-07-28-0348c,"Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , [ dresse ] un constat très sévère de la gestion de l'AUF , en jugeant « impératif de créer une nouvelle agence universitaire sur du solide » .","Le rapport en question , remis à M. Boutros Boutros - Ghali , secrétaire général de la francophonie , dresse un constat très sévère de la gestion de l'AUF , en [ jugeant ] « impératif de créer une nouvelle agence universitaire sur du solide » .",19,31,dresse,jugeant,2,2,1,AFTER
276,2002-04-30-0498d,Jacques Chirac [ effectuera ] aujourd ' hui un déplacement de campagne à Toulouse au côté du député - maire UDF Philippe Douste - Blazy .,"Il [ tiendra ] , en compagnie du maire de Toulouse « une réunion dialogue avec des Toulousains » , à 16 h au Centre des Congrès Pierre Baudis .",2,1,effectuera,tiendra,1,2,0,BEFORE
277,2003-02-21-0862,_ Une fillette de 6 ans s ' est [ noyée ] mardi soir dans la piscine d'un centre de villégiature près d'Obernai .,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été [ transportée ] à l'hôpital de Hautepierre à Strasbourg , après avoir coulé dans le grand bassin de la piscine couverte du site .",9,15,noyée,transportée,2,3,0,AFTER
278,2003-02-21-0862,_ Une fillette de 6 ans s ' est [ noyée ] mardi soir dans la piscine d'un centre de villégiature près d'Obernai .,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été transportée à l'hôpital de Hautepierre à Strasbourg , après avoir [ coulé ] dans le grand bassin de la piscine couverte du site .",9,25,noyée,coulé,2,3,0,BEFORE
279,2003-02-21-0862,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été [ transportée ] à l'hôpital de Hautepierre à Strasbourg , après avoir coulé dans le grand bassin de la piscine couverte du site .","Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été transportée à l'hôpital de Hautepierre à Strasbourg , après avoir [ coulé ] dans le grand bassin de la piscine couverte du site .",15,25,transportée,coulé,3,3,1,EQUAL
280,2003-02-21-0862,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été [ transportée ] à l'hôpital de Hautepierre à Strasbourg , après avoir coulé dans le grand bassin de la piscine couverte du site .","Secourue rapidement , son cœur est [ reparti ] , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .",15,6,transportée,reparti,3,4,0,BEFORE
281,2003-02-21-0862,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été [ transportée ] à l'hôpital de Hautepierre à Strasbourg , après avoir coulé dans le grand bassin de la piscine couverte du site .","Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est [ décédée ] .",15,24,transportée,décédée,3,4,0,EQUAL
282,2003-02-21-0862,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été transportée à l'hôpital de Hautepierre à Strasbourg , après avoir [ coulé ] dans le grand bassin de la piscine couverte du site .","Secourue rapidement , son cœur est [ reparti ] , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .",25,6,coulé,reparti,3,4,0,BEFORE
283,2003-02-21-0862,"Pauline , en vacances avec sa famille au domaine Saint - Jacques , a été transportée à l'hôpital de Hautepierre à Strasbourg , après avoir [ coulé ] dans le grand bassin de la piscine couverte du site .","Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est [ décédée ] .",25,24,coulé,décédée,3,4,0,EQUAL
284,2003-02-21-0862,"Secourue rapidement , son cœur est [ reparti ] , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .","Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est [ décédée ] .",6,24,reparti,décédée,4,4,1,BEFORE
285,2003-02-21-0862,"Secourue rapidement , son cœur est [ reparti ] , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .",Les gendarmes d'Obernai [ enquêtent ] .,6,3,reparti,enquêtent,4,5,0,AFTER
286,2003-02-21-0862,"Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est [ décédée ] .",Les gendarmes d'Obernai [ enquêtent ] .,24,3,décédée,enquêtent,4,5,0,BEFORE
287,1999-09-04-0583,"Hier à 10 h , une dizaine de délégués de la FNEC FP Force Ouvrière ont [ appelé ] leurs collègues à boycotter la deuxième journée de pré - rentrée .","« L' allongement de la pré - rentrée n ' a pas de véritables justifications » , ont - ils [ souligné ] , « et ne contribue en rien à l' amélioration de l'encadrement pédagogique des élèves .",16,20,appelé,souligné,1,2,0,BEFORE
288,1999-09-04-0583,"« L' allongement de la pré - rentrée n ' a pas de véritables justifications » , ont - ils [ souligné ] , « et ne contribue en rien à l' amélioration de l'encadrement pédagogique des élèves .",Mais il s ' [ inscrit ] dans le cadre ( ... ) de l' atteinte aux statuts des personnels » .,20,4,souligné,inscrit,2,3,0,BEFORE
289,1999-09-04-0583,Mais il s ' [ inscrit ] dans le cadre ( ... ) de l' atteinte aux statuts des personnels » .,"En fin de réunion , les différents délégués ont [ décidé ] de réunir leurs collègues dans les établissements pour s ' opposer à la mise en place des chartes Allègre - Royal , « qui organisent la destruction du service public d'enseignement » .",4,9,inscrit,décidé,3,4,0,EQUAL
290,1999-09-04-0583,Mais il s ' [ inscrit ] dans le cadre ( ... ) de l' atteinte aux statuts des personnels » .,"En fin de réunion , les différents délégués ont décidé de réunir leurs collègues dans les établissements pour s ' opposer à la mise en place des chartes Allègre - Royal , « qui [ organisent ] la destruction du service public d'enseignement » .",4,34,inscrit,organisent,3,4,0,BEFORE
291,1999-09-04-0583,"En fin de réunion , les différents délégués ont [ décidé ] de réunir leurs collègues dans les établissements pour s ' opposer à la mise en place des chartes Allègre - Royal , « qui organisent la destruction du service public d'enseignement » .","En fin de réunion , les différents délégués ont décidé de réunir leurs collègues dans les établissements pour s ' opposer à la mise en place des chartes Allègre - Royal , « qui [ organisent ] la destruction du service public d'enseignement » .",9,34,décidé,organisent,4,4,1,BEFORE
292,1999-07-07-0508,Le recensement de l'INSEE est formel : la France a [ vu ] sa population augmenter de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .,Le recensement de l'INSEE est formel : la France a vu sa population [ augmenter ] de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .,10,13,vu,augmenter,0,0,1,BEFORE
293,1999-07-07-0508,Le recensement de l'INSEE est formel : la France a [ vu ] sa population augmenter de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .,C'est [ fait ] .,10,1,vu,fait,0,1,0,AFTER
294,1999-07-07-0508,Le recensement de l'INSEE est formel : la France a vu sa population [ augmenter ] de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .,C'est [ fait ] .,13,1,augmenter,fait,0,1,0,BEFORE
295,1999-07-07-0508,C'est [ fait ] .,"A l'aube de l'an 2000 , la France a [ dépassé ] le cap symbolique des 60 millions d'habitants : sa population s ' établissait le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .",1,9,fait,dépassé,1,2,0,AFTER
296,1999-07-07-0508,C'est [ fait ] .,"A l'aube de l'an 2000 , la France a dépassé le cap symbolique des 60 millions d'habitants : sa population s ' [ établissait ] le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .",1,22,fait,établissait,1,2,0,BEFORE
297,1999-07-07-0508,"A l'aube de l'an 2000 , la France a [ dépassé ] le cap symbolique des 60 millions d'habitants : sa population s ' établissait le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .","A l'aube de l'an 2000 , la France a dépassé le cap symbolique des 60 millions d'habitants : sa population s ' [ établissait ] le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .",9,22,dépassé,établissait,2,2,1,VAGUE
298,1999-07-07-0508,"A l'aube de l'an 2000 , la France a [ dépassé ] le cap symbolique des 60 millions d'habitants : sa population s ' établissait le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .","Selon les chiffres [ rendus ] publics hier par l'INSEE , les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de cette croissance , à l'exception - notable - de Paris et Marseille .",9,3,dépassé,rendus,2,3,0,BEFORE
299,1999-07-07-0508,"A l'aube de l'an 2000 , la France a dépassé le cap symbolique des 60 millions d'habitants : sa population s ' [ établissait ] le 8 mars dernier à 60.082.000 habitants , soit 2.008.000 de plus par rapport au recensement de 1990 .","Selon les chiffres [ rendus ] publics hier par l'INSEE , les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de cette croissance , à l'exception - notable - de Paris et Marseille .",22,3,établissait,rendus,2,3,0,BEFORE
300,1999-07-07-0508,"Selon les chiffres [ rendus ] publics hier par l'INSEE , les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de cette croissance , à l'exception - notable - de Paris et Marseille .","Entre 1990 et 1999 , la croissance démographique moyenne est de 0,38 % par an , soit un léger ralentissement par rapport à la période 1982 - 1990 , note l'Institut national de la statistique et des études économiques , qui s ' [ attendait ] à une hausse un peu plus importante .",3,43,rendus,attendait,3,4,0,BEFORE
301,1999-07-07-0508,"Entre 1990 et 1999 , la croissance démographique moyenne est de 0,38 % par an , soit un léger ralentissement par rapport à la période 1982 - 1990 , note l'Institut national de la statistique et des études économiques , qui s ' [ attendait ] à une hausse un peu plus importante .","Alors que la métropole [ compte ] 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",43,4,attendait,compte,4,5,0,AFTER
302,1999-07-07-0508,"Entre 1990 et 1999 , la croissance démographique moyenne est de 0,38 % par an , soit un léger ralentissement par rapport à la période 1982 - 1990 , note l'Institut national de la statistique et des études économiques , qui s ' [ attendait ] à une hausse un peu plus importante .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , [ confirment ] les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",43,37,attendait,confirment,4,5,0,BEFORE
303,1999-07-07-0508,"Entre 1990 et 1999 , la croissance démographique moyenne est de 0,38 % par an , soit un léger ralentissement par rapport à la période 1982 - 1990 , note l'Institut national de la statistique et des études économiques , qui s ' [ attendait ] à une hausse un peu plus importante .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances [ observées ] depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",43,40,attendait,observées,4,5,0,EQUAL
304,1999-07-07-0508,"Entre 1990 et 1999 , la croissance démographique moyenne est de 0,38 % par an , soit un léger ralentissement par rapport à la période 1982 - 1990 , note l'Institut national de la statistique et des études économiques , qui s ' [ attendait ] à une hausse un peu plus importante .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , [ connaît ] une nouvelle accélération .",43,52,attendait,connaît,4,5,0,BEFORE
