sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
1335,adige20040907_id405433,"Ma esiste una "" caucasicità "" trasversale , che parte dalla zona tra i due mari e [ arriva ] fino in Sardegna , passando dall' Albania .",E' un codice d' onore dove la debolezza non è ammessa e ogni torto [ va ] vendicato » .,17,14,arriva,va,23,24,0,BEFORE
1336,adige20040907_id405433,"Ma esiste una "" caucasicità "" trasversale , che parte dalla zona tra i due mari e arriva fino in Sardegna , [ passando ] dall' Albania .",[ E' ] un codice d' onore dove la debolezza non è ammessa e ogni torto va vendicato » .,22,0,passando,E',23,24,0,VAGUE
1337,adige20040907_id405433,"Ma esiste una "" caucasicità "" trasversale , che parte dalla zona tra i due mari e arriva fino in Sardegna , [ passando ] dall' Albania .",E' un codice d' onore dove la debolezza non è ammessa e ogni torto [ va ] vendicato » .,22,14,passando,va,23,24,0,VAGUE
1338,adige20040907_id405433,[ E' ] un codice d' onore dove la debolezza non è ammessa e ogni torto va vendicato » .,E' un codice d' onore dove la debolezza non è ammessa e ogni torto [ va ] vendicato » .,0,14,E',va,24,24,1,BEFORE
1339,adige20040907_id405433,Tra queste popolazioni e i Russi c' [ è ] sempre stata una più o meno forte rivalità .,Ma agli inizi del 1800 la situazione [ degenerò ] in guerra allorché la Russia tentò di espandersi verso l' oceano Indiano .,7,7,è,degenerò,26,27,0,VAGUE
1340,adige20040907_id405433,Tra queste popolazioni e i Russi c' [ è ] sempre stata una più o meno forte rivalità .,Ma agli inizi del 1800 la situazione degenerò in guerra allorché la Russia [ tentò ] di espandersi verso l' oceano Indiano .,7,13,è,tentò,26,27,0,VAGUE
1341,adige20040907_id405433,Ma agli inizi del 1800 la situazione [ degenerò ] in guerra allorché la Russia tentò di espandersi verso l' oceano Indiano .,Ma agli inizi del 1800 la situazione degenerò in guerra allorché la Russia [ tentò ] di espandersi verso l' oceano Indiano .,7,13,degenerò,tentò,27,27,1,BEFORE
1342,adige20040907_id405433,Ma agli inizi del 1800 la situazione [ degenerò ] in guerra allorché la Russia tentò di espandersi verso l' oceano Indiano .,I caucasici [ resistettero ] per diversi anni : dal 1820 al 1859 .,7,2,degenerò,resistettero,27,28,0,AFTER
1343,adige20040907_id405433,Ma agli inizi del 1800 la situazione degenerò in guerra allorché la Russia [ tentò ] di espandersi verso l' oceano Indiano .,I caucasici [ resistettero ] per diversi anni : dal 1820 al 1859 .,13,2,tentò,resistettero,27,28,0,AFTER
1344,adige20040907_id405433,I caucasici [ resistettero ] per diversi anni : dal 1820 al 1859 .,"Nel 1830 un imam islamico , Shamil , [ proclamò ] un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di capitolare .",2,8,resistettero,proclamò,28,29,0,BEFORE
1345,adige20040907_id405433,I caucasici [ resistettero ] per diversi anni : dal 1820 al 1859 .,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che [ oppose ] una resistenza unica ai Russi prima di capitolare .",2,16,resistettero,oppose,28,29,0,BEFORE
1346,adige20040907_id405433,I caucasici [ resistettero ] per diversi anni : dal 1820 al 1859 .,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di [ capitolare ] .",2,24,resistettero,capitolare,28,29,0,VAGUE
1347,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , [ proclamò ] un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di capitolare .","Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che [ oppose ] una resistenza unica ai Russi prima di capitolare .",8,16,proclamò,oppose,29,29,1,BEFORE
1348,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , [ proclamò ] un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di capitolare .","Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di [ capitolare ] .",8,24,proclamò,capitolare,29,29,1,BEFORE
1349,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , [ proclamò ] un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di capitolare .","Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",8,1,proclamò,essere,29,30,0,BEFORE
1350,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , [ proclamò ] un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di capitolare .","Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",8,8,proclamò,furono,29,30,0,BEFORE
1351,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che [ oppose ] una resistenza unica ai Russi prima di capitolare .","Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di [ capitolare ] .",16,24,oppose,capitolare,29,29,1,AFTER
1352,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che [ oppose ] una resistenza unica ai Russi prima di capitolare .","Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",16,1,oppose,essere,29,30,0,AFTER
1353,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che [ oppose ] una resistenza unica ai Russi prima di capitolare .","Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",16,8,oppose,furono,29,30,0,BEFORE
1354,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di [ capitolare ] .","Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",24,1,capitolare,essere,29,30,0,VAGUE
1355,adige20040907_id405433,"Nel 1830 un imam islamico , Shamil , proclamò un imanato : uno stato islamico che oppose una resistenza unica ai Russi prima di [ capitolare ] .","Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",24,8,capitolare,furono,29,30,0,AFTER
1356,adige20040907_id405433,"Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .",1,8,essere,furono,30,30,1,BEFORE
1357,adige20040907_id405433,"Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",1,2,essere,è,30,31,0,BEFORE
1358,adige20040907_id405433,"Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",1,25,essere,favorito,30,31,0,AFTER
1359,adige20040907_id405433,"Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",1,30,essere,sottolinea,30,31,0,BEFORE
1360,adige20040907_id405433,"Ad [ essere ] meno ostili nei confronti dei dominatori furono alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",1,41,essere,trascinano,30,31,0,BEFORE
1361,adige20040907_id405433,"Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",8,2,furono,è,30,31,0,BEFORE
1362,adige20040907_id405433,"Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",8,25,furono,favorito,30,31,0,BEFORE
1363,adige20040907_id405433,"Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",8,30,furono,sottolinea,30,31,0,BEFORE
1364,adige20040907_id405433,"Ad essere meno ostili nei confronti dei dominatori [ furono ] alcuni caucasici del nord , tra cui , appunto , gli Ossiti .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",8,41,furono,trascinano,30,31,0,VAGUE
1365,adige20040907_id405433,"« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",2,25,è,favorito,31,31,1,BEFORE
1366,adige20040907_id405433,"« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",2,30,è,sottolinea,31,31,1,AFTER
1367,adige20040907_id405433,"« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",2,41,è,trascinano,31,31,1,AFTER
1368,adige20040907_id405433,"« Qui [ è ] l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,2,8,è,fu,31,32,0,BEFORE
1369,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",25,30,favorito,sottolinea,31,31,1,BEFORE
1370,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",25,41,favorito,trascinano,31,31,1,AFTER
1371,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno [ favorito ] la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,25,8,favorito,fu,31,32,0,BEFORE
1372,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .","« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",30,41,sottolinea,trascinano,31,31,1,EQUAL
1373,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - [ sottolinea ] Bensi - una colpa imperdonabile , che gli Ossiti si trascinano fino ad oggi » .",Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,30,8,sottolinea,fu,31,32,0,BEFORE
1374,adige20040907_id405433,"« Qui è l' origine remota della rivalità tra Ceceni e Ossiti : oltre alla differenza di religione gli abitanti della Ossetia del Nord hanno favorito la dominazione russa - sottolinea Bensi - una colpa imperdonabile , che gli Ossiti si [ trascinano ] fino ad oggi » .",Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,41,8,trascinano,fu,31,32,0,BEFORE
1375,adige20040907_id405433,Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,"« Nel '17 , [ approfittando ] della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia represse aspramente » .",8,4,fu,approfittando,32,33,0,AFTER
1376,adige20040907_id405433,Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,"« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso [ tentarono ] la strada dell' indipendenza : la Russia represse aspramente » .",8,15,fu,tentarono,32,33,0,AFTER
1377,adige20040907_id405433,Ma la vera tragedia dei popoli del Caucaso [ fu ] la Russia stalinista .,"« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia [ represse ] aspramente » .",8,23,fu,represse,32,33,0,BEFORE
1378,adige20040907_id405433,"« Nel '17 , [ approfittando ] della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia represse aspramente » .","« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso [ tentarono ] la strada dell' indipendenza : la Russia represse aspramente » .",4,15,approfittando,tentarono,33,33,1,BEFORE
1379,adige20040907_id405433,"« Nel '17 , [ approfittando ] della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia represse aspramente » .","« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia [ represse ] aspramente » .",4,23,approfittando,represse,33,33,1,BEFORE
1380,adige20040907_id405433,"« Nel '17 , [ approfittando ] della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia represse aspramente » .",Tutti i territori vennero [ riconquistati ] con la forza .,4,4,approfittando,riconquistati,33,34,0,BEFORE
1381,adige20040907_id405433,"« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso [ tentarono ] la strada dell' indipendenza : la Russia represse aspramente » .","« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia [ represse ] aspramente » .",15,23,tentarono,represse,33,33,1,VAGUE
1382,adige20040907_id405433,"« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso [ tentarono ] la strada dell' indipendenza : la Russia represse aspramente » .",Tutti i territori vennero [ riconquistati ] con la forza .,15,4,tentarono,riconquistati,33,34,0,VAGUE
1383,adige20040907_id405433,"« Nel '17 , approfittando della confusione della rivoluzione Russa , i popoli del Caucaso tentarono la strada dell' indipendenza : la Russia [ represse ] aspramente » .",Tutti i territori vennero [ riconquistati ] con la forza .,23,4,represse,riconquistati,33,34,0,BEFORE
1384,adige20040907_id405433,Tutti i territori vennero [ riconquistati ] con la forza .,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",4,8,riconquistati,fece,34,35,0,BEFORE
1385,adige20040907_id405433,Tutti i territori vennero [ riconquistati ] con la forza .,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",4,15,riconquistati,sperarono,34,35,0,BEFORE
1386,adige20040907_id405433,Tutti i territori vennero [ riconquistati ] con la forza .,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",4,22,riconquistati,appoggiarono,34,35,0,BEFORE
1387,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .","Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",8,15,fece,sperarono,35,35,1,AFTER
1388,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .","Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",8,22,fece,appoggiarono,35,35,1,AFTER
1389,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo [ fu ] uno dei motivi per cui Stalin fu spietato .,8,1,fece,fu,35,36,0,BEFORE
1390,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin [ fu ] spietato .,8,8,fece,fu,35,36,0,BEFORE
1391,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler [ fece ] irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin fu [ spietato ] .,8,9,fece,spietato,35,36,0,AFTER
1392,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .","Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",15,22,sperarono,appoggiarono,35,35,1,BEFORE
1393,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo [ fu ] uno dei motivi per cui Stalin fu spietato .,15,1,sperarono,fu,35,36,0,BEFORE
1394,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin [ fu ] spietato .,15,8,sperarono,fu,35,36,0,BEFORE
1395,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni [ sperarono ] nella fine del regime stalinista e appoggiarono l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin fu [ spietato ] .,15,9,sperarono,spietato,35,36,0,BEFORE
1396,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",Questo [ fu ] uno dei motivi per cui Stalin fu spietato .,22,1,appoggiarono,fu,35,36,0,AFTER
1397,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin [ fu ] spietato .,22,8,appoggiarono,fu,35,36,0,VAGUE
1398,adige20040907_id405433,"Durante la seconda guerra mondiale , quando Hitler fece irruzione in Russia , i Ceceni sperarono nella fine del regime stalinista e [ appoggiarono ] l' irruzione dei nazisti .",Questo fu uno dei motivi per cui Stalin fu [ spietato ] .,22,9,appoggiarono,spietato,35,36,0,BEFORE
1399,adige20040907_id405433,Questo [ fu ] uno dei motivi per cui Stalin fu spietato .,Questo fu uno dei motivi per cui Stalin [ fu ] spietato .,1,8,fu,fu,36,36,1,AFTER
1400,adige20040907_id405433,Questo [ fu ] uno dei motivi per cui Stalin fu spietato .,Questo fu uno dei motivi per cui Stalin fu [ spietato ] .,1,9,fu,spietato,36,36,1,BEFORE
1401,adige20040907_id405433,Questo fu uno dei motivi per cui Stalin [ fu ] spietato .,Questo fu uno dei motivi per cui Stalin fu [ spietato ] .,8,9,fu,spietato,36,36,1,BEFORE
1402,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .",7,19,aveva,erano,38,38,1,BEFORE
1403,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - [ racconta ] Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .",7,25,aveva,racconta,38,38,1,AFTER
1404,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu [ organizzata ] a partire dal 1944 .",7,33,aveva,organizzata,38,38,1,BEFORE
1405,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a [ partire ] dal 1944 .",7,35,aveva,partire,38,38,1,EQUAL
1406,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto [ usarono ] carri merci dove finivano uomini donne e bambini , molti morirono già durante il viaggio » .",7,3,aveva,usarono,38,39,0,VAGUE
1407,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto usarono carri merci dove [ finivano ] uomini donne e bambini , molti morirono già durante il viaggio » .",7,7,aveva,finivano,38,39,0,BEFORE
1408,adige20040907_id405433,"« Stalin , da buon georgiano , [ aveva ] un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto usarono carri merci dove finivano uomini donne e bambini , molti [ morirono ] già durante il viaggio » .",7,14,aveva,morirono,38,39,0,EQUAL
1409,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - [ racconta ] Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .",19,25,erano,racconta,38,38,1,AFTER
1410,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu [ organizzata ] a partire dal 1944 .",19,33,erano,organizzata,38,38,1,BEFORE
1411,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista erano solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a [ partire ] dal 1944 .",19,35,erano,partire,38,38,1,AFTER
1412,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto [ usarono ] carri merci dove finivano uomini donne e bambini , molti morirono già durante il viaggio » .",19,3,erano,usarono,38,39,0,BEFORE
1413,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto usarono carri merci dove [ finivano ] uomini donne e bambini , molti morirono già durante il viaggio » .",19,7,erano,finivano,38,39,0,BEFORE
1414,adige20040907_id405433,"« Stalin , da buon georgiano , aveva un astio particolare per quelli che dal suo punto di vista [ erano ] solo dei rozzi montanari - racconta Bensi - la deportazione in Siberia fu organizzata a partire dal 1944 .","Per il trasporto usarono carri merci dove finivano uomini donne e bambini , molti [ morirono ] già durante il viaggio » .",19,14,erano,morirono,38,39,0,BEFORE
