sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
349,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",0,14,Rasgarse,dejando,3,3,1,BEFORE
350,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",0,15,Rasgarse,caer,3,3,1,BEFORE
351,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",0,37,Rasgarse,constituye,3,3,1,AFTER
352,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",0,53,Rasgarse,debimos,3,3,1,BEFORE
353,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",0,55,Rasgarse,hecho,3,3,1,AFTER
354,10_20010402_a.txt,"[ Rasgarse ] ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,0,5,Rasgarse,es,3,4,0,BEFORE
355,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",14,15,dejando,caer,3,3,1,BEFORE
356,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",14,37,dejando,constituye,3,3,1,BEFORE
357,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",14,53,dejando,debimos,3,3,1,VAGUE
358,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",14,55,dejando,hecho,3,3,1,EQUAL
359,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , [ dejando ] caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,14,5,dejando,es,3,4,0,EQUAL
360,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",15,37,caer,constituye,3,3,1,BEFORE
361,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",15,53,caer,debimos,3,3,1,BEFORE
362,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",15,55,caer,hecho,3,3,1,VAGUE
363,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando [ caer ] en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,15,5,caer,es,3,4,0,AFTER
364,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",37,53,constituye,debimos,3,3,1,BEFORE
365,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",37,55,constituye,hecho,3,3,1,BEFORE
366,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , [ constituye ] una muestra de la peor política posible : culpar a los otros por lo que debimos haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,37,5,constituye,es,3,4,0,VAGUE
367,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .","Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",53,55,debimos,hecho,3,3,1,BEFORE
368,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que [ debimos ] haber hecho y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,53,5,debimos,es,3,4,0,BEFORE
369,10_20010402_a.txt,"Rasgarse ahora las vestiduras por la firmeza negociadora de nuestro vecino del sur , dejando caer en la opinión pública una cifra de afectados claramente hinchada , al objeto de responsabilizar a Marruecos del daño social , constituye una muestra de la peor política posible : culpar a los otros por lo que debimos haber [ hecho ] y no tuvimos la voluntad , ni la inteligencia , ni el coraje , de acometer .",La lógica de los pescadores [ es ] irrefutable .,55,5,hecho,es,3,4,0,AFTER
370,10_20010402_a.txt,La lógica de los pescadores [ es ] irrefutable .,"El mar , para ellos , [ es ] una inmensidad inabarcable por la que merodea , ajeno al delirio macroeconómico , su escurridizo sustento .",5,6,es,es,4,5,0,VAGUE
371,10_20010402_a.txt,La lógica de los pescadores [ es ] irrefutable .,"El mar , para ellos , es una inmensidad inabarcable por la que [ merodea ] , ajeno al delirio macroeconómico , su escurridizo sustento .",5,13,es,merodea,4,5,0,BEFORE
372,10_20010402_a.txt,"El mar , para ellos , [ es ] una inmensidad inabarcable por la que merodea , ajeno al delirio macroeconómico , su escurridizo sustento .","El mar , para ellos , es una inmensidad inabarcable por la que [ merodea ] , ajeno al delirio macroeconómico , su escurridizo sustento .",6,13,es,merodea,5,5,1,BEFORE
373,10_20010402_a.txt,"El mar , para ellos , [ es ] una inmensidad inabarcable por la que merodea , ajeno al delirio macroeconómico , su escurridizo sustento .",¿ Cómo explicarles entonces que el mar [ tiene ] varios dueños y que a partir de la frontera de aquella ola el pescado ya no es tuyo ? .,6,7,es,tiene,5,6,0,EQUAL
374,10_20010402_a.txt,"El mar , para ellos , es una inmensidad inabarcable por la que [ merodea ] , ajeno al delirio macroeconómico , su escurridizo sustento .",¿ Cómo explicarles entonces que el mar [ tiene ] varios dueños y que a partir de la frontera de aquella ola el pescado ya no es tuyo ? .,13,7,merodea,tiene,5,6,0,BEFORE
375,10_20010402_a.txt,¿ Cómo explicarles entonces que el mar [ tiene ] varios dueños y que a partir de la frontera de aquella ola el pescado ya no es tuyo ? .,"¿ Cómo explicarles , sin recurrir al birlibirloque de los acuerdos que el hombre [ inventa ] , lo que la ley de la naturaleza ignora ? .",7,14,tiene,inventa,6,7,0,EQUAL
376,10_20010402_a.txt,¿ Cómo explicarles entonces que el mar [ tiene ] varios dueños y que a partir de la frontera de aquella ola el pescado ya no es tuyo ? .,"¿ Cómo explicarles , sin recurrir al birlibirloque de los acuerdos que el hombre inventa , lo que la ley de la naturaleza [ ignora ] ? .",7,23,tiene,ignora,6,7,0,BEFORE
377,10_20010402_a.txt,"¿ Cómo explicarles , sin recurrir al birlibirloque de los acuerdos que el hombre [ inventa ] , lo que la ley de la naturaleza ignora ? .","¿ Cómo explicarles , sin recurrir al birlibirloque de los acuerdos que el hombre inventa , lo que la ley de la naturaleza [ ignora ] ? .",14,23,inventa,ignora,7,7,1,VAGUE
378,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se [ agota ] o cae en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .","Por desgracia , el mar ya no es libre , y su riqueza se agota o [ cae ] en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .",14,16,agota,cae,9,9,1,AFTER
379,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se [ agota ] o cae en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .","Por desgracia , el mar ya no es libre , y su riqueza se agota o cae en manos de los depredadores : que más [ da ] que lleven traje y corbata o chilaba y turbante .",14,25,agota,da,9,9,1,VAGUE
380,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se [ agota ] o cae en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .","Así lo [ ven ] los pescadores , y sus argumentos , romos en jurídica y política , no presentan fisuras morales .",14,2,agota,ven,9,10,0,BEFORE
381,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se agota o [ cae ] en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .","Por desgracia , el mar ya no es libre , y su riqueza se agota o cae en manos de los depredadores : que más [ da ] que lleven traje y corbata o chilaba y turbante .",16,25,cae,da,9,9,1,AFTER
382,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se agota o [ cae ] en manos de los depredadores : que más da que lleven traje y corbata o chilaba y turbante .","Así lo [ ven ] los pescadores , y sus argumentos , romos en jurídica y política , no presentan fisuras morales .",16,2,cae,ven,9,10,0,AFTER
383,10_20010402_a.txt,"Por desgracia , el mar ya no es libre , y su riqueza se agota o cae en manos de los depredadores : que más [ da ] que lleven traje y corbata o chilaba y turbante .","Así lo [ ven ] los pescadores , y sus argumentos , romos en jurídica y política , no presentan fisuras morales .",25,2,da,ven,9,10,0,VAGUE
384,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - [ son ] sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre [ usaba ] para vivir cuando el mar era uno y daba para todos .",20,29,son,usaba,13,13,1,BEFORE
385,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - [ son ] sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar [ era ] uno y daba para todos .",20,35,son,era,13,13,1,AFTER
386,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - [ son ] sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y [ daba ] para todos .",20,38,son,daba,13,13,1,EQUAL
387,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre [ usaba ] para vivir cuando el mar era uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar [ era ] uno y daba para todos .",29,35,usaba,era,13,13,1,AFTER
388,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre [ usaba ] para vivir cuando el mar era uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y [ daba ] para todos .",29,38,usaba,daba,13,13,1,BEFORE
389,10_20010402_a.txt,"Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar [ era ] uno y daba para todos .","Pero nada de esto pasará hasta que comprendamos que nuestras redes - - telefónicas , informáticas , narcóticas - - son sólo derivaciones inciertas de aquellas que el hombre usaba para vivir cuando el mar era uno y [ daba ] para todos .",35,38,era,daba,13,13,1,BEFORE
390,10_20020102.txt,"El Gobierno de Portugal [ decidió ] abrir una cuenta de ahorro con 50 euros ( 8.319 pesetas ) a los bebés nacidos el 1 de enero del 2002 , según anunció el lunes , 31 de diciembre , el ministro de Economía portugués , Guilherme d'Oliveira Martins .","El Gobierno de Portugal decidió abrir una cuenta de ahorro con 50 euros ( 8.319 pesetas ) a los bebés nacidos el 1 de enero del 2002 , según [ anunció ] el lunes , 31 de diciembre , el ministro de Economía portugués , Guilherme d'Oliveira Martins .",4,29,decidió,anunció,1,1,1,BEFORE
391,10_20020102.txt,"El Gobierno de Portugal [ decidió ] abrir una cuenta de ahorro con 50 euros ( 8.319 pesetas ) a los bebés nacidos el 1 de enero del 2002 , según anunció el lunes , 31 de diciembre , el ministro de Economía portugués , Guilherme d'Oliveira Martins .","El ministro [ afirmó ] que con este gesto se pretendía destacar "" un momento histórico "" asociando para siempre a los recién nacidos del primer día del año "" con la construcción de una Europa de paz y solidaridad "" .",4,2,decidió,afirmó,1,2,0,AFTER
392,10_20020102.txt,"El Gobierno de Portugal decidió abrir una cuenta de ahorro con 50 euros ( 8.319 pesetas ) a los bebés nacidos el 1 de enero del 2002 , según [ anunció ] el lunes , 31 de diciembre , el ministro de Economía portugués , Guilherme d'Oliveira Martins .","El ministro [ afirmó ] que con este gesto se pretendía destacar "" un momento histórico "" asociando para siempre a los recién nacidos del primer día del año "" con la construcción de una Europa de paz y solidaridad "" .",29,2,anunció,afirmó,1,2,0,BEFORE
393,10_20020102.txt,"El ministro [ afirmó ] que con este gesto se pretendía destacar "" un momento histórico "" asociando para siempre a los recién nacidos del primer día del año "" con la construcción de una Europa de paz y solidaridad "" .",El Ejecutivo portugués [ quería ] también saludar de esta forma el nacimiento de una generación euro .,2,3,afirmó,quería,2,3,0,EQUAL
394,10920_20001115.txt,"El Gobierno chino ha [ decidido ] reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han [ muerto ] 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .",4,22,decidido,muerto,1,1,1,BEFORE
395,10920_20001115.txt,"El Gobierno chino ha [ decidido ] reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , [ informa ] hoy miércoles el "" Diario del Pueblo "" .",4,35,decidido,informa,1,1,1,BEFORE
396,10920_20001115.txt,"El Gobierno chino ha [ decidido ] reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha [ sido ] obligar a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",4,6,decidido,sido,1,2,0,BEFORE
397,10920_20001115.txt,"El Gobierno chino ha [ decidido ] reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha sido [ obligar ] a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",4,7,decidido,obligar,1,2,0,AFTER
398,10920_20001115.txt,"El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han [ muerto ] 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , [ informa ] hoy miércoles el "" Diario del Pueblo "" .",22,35,muerto,informa,1,1,1,VAGUE
399,10920_20001115.txt,"El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han [ muerto ] 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha [ sido ] obligar a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",22,6,muerto,sido,1,2,0,AFTER
400,10920_20001115.txt,"El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han [ muerto ] 3.400 trabajadores en diversos accidentes en lo que va de año , informa hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha sido [ obligar ] a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",22,7,muerto,obligar,1,2,0,BEFORE
401,10920_20001115.txt,"El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , [ informa ] hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha [ sido ] obligar a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",35,6,informa,sido,1,2,0,AFTER
402,10920_20001115.txt,"El Gobierno chino ha decidido reforzar las medidas de seguridad en las minas de carbón del país , en las que han muerto 3.400 trabajadores en diversos accidentes en lo que va de año , [ informa ] hoy miércoles el "" Diario del Pueblo "" .","La primera medida del Gobierno ha sido [ obligar ] a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",35,7,informa,obligar,1,2,0,EQUAL
403,10920_20001115.txt,"La primera medida del Gobierno ha [ sido ] obligar a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .","La primera medida del Gobierno ha sido [ obligar ] a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",6,7,sido,obligar,2,2,1,BEFORE
404,10920_20001115.txt,"La primera medida del Gobierno ha [ sido ] obligar a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",""" Aquellos que no cumplan esta normativa serán juzgados e incluso podrían sufrir un castigo penal "" , según la regulación aprobada por el primer ministro Zhu Rongji , que [ entrará ] en vigor el primero de diciembre .",6,30,sido,entrará,2,3,0,BEFORE
405,10920_20001115.txt,"La primera medida del Gobierno ha sido [ obligar ] a los directores de las explotaciones a informar "" de forma rápida "" de los accidentes ocurridos y a no interferir en las investigaciones de la policía local .",""" Aquellos que no cumplan esta normativa serán juzgados e incluso podrían sufrir un castigo penal "" , según la regulación aprobada por el primer ministro Zhu Rongji , que [ entrará ] en vigor el primero de diciembre .",7,30,obligar,entrará,2,3,0,AFTER
406,10920_20001115.txt,""" Aquellos que no cumplan esta normativa serán juzgados e incluso podrían sufrir un castigo penal "" , según la regulación aprobada por el primer ministro Zhu Rongji , que [ entrará ] en vigor el primero de diciembre .","Además , se [ creará ] un órgano independiente de supervisión de seguridad en las minas de carbón , al que las explotaciones deberán presentar cada dos semanas informes detallados sobre el nivel de seguridad del yacimiento .",30,3,entrará,creará,3,4,0,AFTER
